OrderID,OrderDate,OrderDate,CustomerID,CustomerName,Region,Country,SalesChannel,ProductCategory,Product,Quantity,UnitPrice,GrossSales,DiscountPct,DiscountAmount,NetSales,ShippingCost,TaxRate,TaxAmount,TotalAmount,PaymentMethod,OrderStatus,SalesRep,CustomerRating,IsReturningCustomer
ORD-111684,4-Mar-25,3/4/2025,CUST-3024,Mary Smith,Asia,Singapore,Phone Order,Office Supplies,File Folders,11,197.63,2173.93,0,0,2173.93,23.43,0.2,434.79,2632.15,PayPal,Delivered,M. Okafor,1,FALSE
ORD-101016,15-Jan-25,1/15/2025,CUST-4205,Karen Muller,South America,Argentina,Website,Electronics,Power Bank 20000mAh,6,868.45,5210.7,0.05,260.54,4950.16,27.34,0.2,990.03,5967.53,Gift Card,Delivered,S. Patel,4,FALSE
ORD-110666,5-Apr-25,4/5/2025,CUST-3335,Noah Moore,South America,Argentina,Retail Store,Sports & Outdoors,Dumbbell Set 20kg,2,801.64,1603.28,0.25,400.82,1202.46,20.24,0.19,228.47,1451.17,Debit Card,Delivered,R. Silva,5,TRUE
ORD-105206,22-Oct-25,10/22/2025,CUST-3509,Patricia Van Dijk,South America,Argentina,Marketplace - eBay,Furniture,Filing Cabinet,10,81.29,812.9,0.2,162.58,650.32,8.42,0.05,32.52,691.26,Debit Card,Processing,M. Okafor,4,TRUE
ORD-103211,11-Mar-25,3/11/2025,CUST-4399,Thomas Smith,Asia,South Korea,Marketplace - Amazon,Electronics,Mechanical Keyboard,12,791.19,9494.28,0,0,9494.28,11.72,0.19,1803.91,11309.91,PayPal,Processing,R. Silva,1,FALSE
ORD-108253,7-Nov-25,11/7/2025,CUST-2554,Karen Martin,South America,Argentina,Phone Order,Books,Cookbook,3,792.71,2378.13,0,0,2378.13,1.72,0.05,118.91,2498.76,Gift Card,Processing,N/A,1,TRUE
ORD-103587,14-Jul-25,7/14/2025,CUST-4093,Fatima Jones,Africa,South Africa,Retail Store,Electronics,Webcam HD,1,154.1,154.1,0,0,154.1,34.62,0.1,15.41,204.13,Bank Transfer,Cancelled,K. Tanaka,0,FALSE
ORD-107841,28-Dec-25,12/28/2025,CUST-4139,Mohammed Garcia,South America,Argentina,Website,Home & Kitchen,Blender,12,219.74,2636.88,0.15,395.53,2241.35,7.41,0.085,190.51,2439.27,Debit Card,Returned,S. Patel,0,TRUE
ORD-107439,18-Apr-23,4/18/2023,CUST-3788,Sarah Rodriguez,North America,Mexico,Marketplace - Amazon,Clothing,Wool Socks (3pk),6,615.23,3691.38,0,0,3691.38,5.19,0.07,258.4,3954.97,Credit Card,Processing,S. Patel,4,FALSE
ORD-104501,6-Jan-25,1/6/2025,CUST-3003,Mary Silva,Europe,Spain,Mobile App,Electronics,Laptop Stand,3,437.21,1311.63,0,0,1311.63,26.97,0.05,65.58,1404.18,Gift Card,Returned,J. Rivera,0,TRUE
ORD-109737,19-Oct-23,10/19/2023,CUST-1834,Ana Costa,South America,Brazil,Website,Electronics,USB-C Hub,10,476.51,4765.1,0,0,4765.1,15.04,0.1,476.51,5256.65,Debit Card,Delivered,M. Okafor,0,TRUE
ORD-101967,17-Aug-24,8/17/2024,CUST-4987,William Rossi,North America,Canada,Retail Store,Home & Kitchen,Non-Stick Pan Set,3,128,384,0.05,19.2,364.8,2.89,0.19,69.31,437,Bank Transfer,Delivered,J. Rivera,2,FALSE
ORD-101558,11-Jun-23,6/11/2023,CUST-1355,Lucas Brown,Oceania,New Zealand,Marketplace - eBay,Sports & Outdoors,Yoga Mat,11,798.61,8784.71,0.05,439.24,8345.47,26.21,0.085,709.36,9081.04,PayPal,Delivered,L. Novak,3,FALSE
ORD-110325,11-Oct-24,10/11/2024,CUST-2374,Charles Muller,Oceania,Australia,Marketplace - Amazon,Home & Kitchen,Blender,2,741.89,1483.78,0,0,1483.78,8.98,0.2,296.76,1789.52,Debit Card,Shipped,S. Patel,4,FALSE
ORD-102941,26-Apr-23,4/26/2023,CUST-2774,William Costa,Asia,South Korea,Mobile App,Furniture,Bookshelf,8,195.56,1564.48,0.2,312.9,1251.58,27.51,0.05,62.58,1341.67,Cash on Delivery,Processing,R. Silva,0,TRUE
ORD-100856,24-Mar-23,3/24/2023,CUST-2271,Olivia Garcia,North America,Canada,Website,Sports & Outdoors,Resistance Bands,1,892.92,892.92,0,0,892.92,26.05,0.1,89.29,1008.26,PayPal,Delivered,S. Patel,4,FALSE
ORD-110454,2-Jul-24,7/2/2024,CUST-4668,Sarah Miller,Europe,France,Mobile App,Books,Fiction Novel,11,868.47,9553.17,0,0,9553.17,9.08,0.085,812.02,10374.27,Gift Card,Delivered,L. Novak,5,TRUE
ORD-114480,23-Sep-24,9/23/2024,CUST-3320,Jennifer Taylor,Europe,Netherlands,Mobile App,Clothing,Winter Jacket,3,95,285,0,0,285,23.76,0.1,28.5,337.26,Debit Card,Delivered,N/A,0,TRUE
ORD-110807,5-Apr-24,4/5/2024,CUST-4693,Michael Johnson,North America,Canada,Marketplace - eBay,Toys & Games,Puzzle 1000pc,1,778.6,778.6,0.2,155.72,622.88,24.29,0,0,647.17,Cash on Delivery,Cancelled,A. Chen,0,TRUE
ORD-101370,11-May-23,5/11/2023,CUST-4834,Joseph Nguyen,South America,Brazil,Marketplace - Amazon,Office Supplies,Ballpoint Pens (12pk),6,766.48,4598.88,0.05,229.94,4368.94,14.02,0.085,371.36,4754.32,Credit Card,Shipped,R. Silva,4,TRUE
ORD-114494,20-May-23,5/20/2023,CUST-4490,Wei Jones,North America,Canada,Phone Order,Office Supplies,File Folders,11,288.44,3172.84,0.05,158.64,3014.2,6.27,0.1,301.42,3321.89,Cash on Delivery,Shipped,T. Andersson,4,TRUE
ORD-102461,9-Feb-24,2/9/2024,CUST-2686,Priya Anderson,South America,Brazil,Phone Order,Furniture,Ergonomic Office Chair,7,514.74,3603.18,0,0,3603.18,1.6,0.085,306.27,3911.05,Credit Card,Delivered,R. Silva,0,TRUE
ORD-100691,28-Jan-24,1/28/2024,CUST-4272,Patricia Anderson,Asia,Japan,Marketplace - Amazon,Home & Kitchen,Air Fryer,10,428.25,4282.5,0.2,856.5,3426,9.62,0.19,650.94,4086.56,Debit Card,Delivered,J. Rivera,5,TRUE
ORD-106934,5-May-23,5/5/2023,CUST-4770,Mary Silva,Europe,UK,Marketplace - Amazon,Books,Children's Storybook,9,441.06,3969.54,0.2,793.91,3175.63,13.6,0.05,158.78,3348.01,PayPal,Delivered,A. Chen,4,TRUE
ORD-106240,4-Nov-23,11/4/2023,CUST-2586,Liam Dubois,Oceania,New Zealand,Marketplace - eBay,Furniture,Standing Desk,12,524.06,6288.72,0,0,6288.72,32.54,0,0,6321.26,Cash on Delivery,Processing,R. Silva,0,TRUE
ORD-107670,17-Mar-24,3/17/2024,CUST-3017,Mia Anderson,South America,Brazil,Mobile App,Sports & Outdoors,Hiking Backpack,8,763.81,6110.48,0,0,6110.48,0.91,0.07,427.73,6539.12,Debit Card,Processing,M. Okafor,5,FALSE
ORD-102036,24-Feb-23,2/24/2023,CUST-3488,Patricia Jackson,Europe,Spain,Retail Store,Electronics,Wireless Mouse,3,159.67,479.01,0.25,119.75,359.26,2.99,0.05,17.96,380.21,Credit Card,Delivered,L. Novak,4,TRUE
ORD-111564,21-Feb-24,2/21/2024,CUST-1201,Lucas Taylor,Europe,France,Marketplace - eBay,Office Supplies,Whiteboard Markers,7,216.29,1514.03,0.25,378.51,1135.52,7.1,0.085,96.52,1239.14,Credit Card,Delivered,K. Tanaka,5,TRUE
ORD-106001,14-Feb-23,2/14/2023,CUST-4342,Noah Costa,Europe,Germany,Marketplace - eBay,Toys & Games,Building Blocks Set,1,175.84,175.84,0.15,26.38,149.46,26.18,0.2,29.89,205.53,Credit Card,Delivered,T. Andersson,3,FALSE
ORD-105813,2-Mar-23,3/2/2023,CUST-3750,Fatima Moore,Europe,Italy,Marketplace - Amazon,Electronics,Wireless Mouse,4,434.15,1736.6,0.2,347.32,1389.28,11.47,0.07,97.25,1498,Credit Card,Cancelled,R. Silva,1,TRUE
ORD-110468,2-May-24,5/2/2024,CUST-2507,Michael Johnson,North America,Mexico,Marketplace - Amazon,Sports & Outdoors,Resistance Bands,12,431.3,5175.6,0,0,5175.6,21.08,0.085,439.93,5636.61,Bank Transfer,Delivered,T. Andersson,5,TRUE
ORD-114861,10-Aug-25,8/10/2025,CUST-4934,Priya Thomas,Asia,Singapore,Phone Order,Electronics,USB-C Hub,6,398.43,2390.58,0.1,239.06,2151.52,29.9,0.2,430.3,2611.72,PayPal,Returned,L. Novak,5,TRUE
ORD-114444,3-Dec-23,12/3/2023,CUST-3145,Mary Dubois,Africa,South Africa,Phone Order,Home & Kitchen,Blender,10,221.87,2218.7,0.05,110.94,2107.76,29.5,0.085,179.16,2316.42,PayPal,Delivered,R. Silva,0,FALSE
ORD-112103,18-Jul-23,7/18/2023,CUST-3673,Sophia Rossi,Europe,Spain,Website,Books,Business Strategy Book,1,825.52,825.52,0,0,825.52,23.24,0,0,848.76,Credit Card,Delivered,M. Okafor,4,FALSE
ORD-112778,1-May-24,5/1/2024,CUST-2939,Jessica Johnson,Africa,Egypt,Marketplace - eBay,Sports & Outdoors,Hiking Backpack,2,239.5,479,0,0,479,1.23,0.05,23.95,504.18,Bank Transfer,Delivered,M. Okafor,3,TRUE
ORD-103030,22-May-23,5/22/2023,CUST-2503,Ana Martinez,Africa,South Africa,Marketplace - eBay,Home & Kitchen,Blender,12,49.19,590.28,0,0,590.28,24.43,0.07,41.32,656.03,Debit Card,Delivered,R. Silva,1,TRUE
ORD-108888,20-Oct-25,10/20/2025,CUST-3279,Raj Miller,Europe,Germany,Phone Order,Toys & Games,Action Figure,8,385.43,3083.44,0.25,770.86,2312.58,28.93,0.05,115.63,2457.14,Credit Card,Shipped,N/A,2,TRUE
ORD-106463,5-Sep-23,9/5/2023,CUST-2003,Susan Brown,Africa,Nigeria,Phone Order,Home & Kitchen,Non-Stick Pan Set,2,222.27,444.54,0,0,444.54,1.41,0.05,22.23,468.18,Credit Card,Shipped,T. Andersson,4,TRUE
ORD-113379,28-Apr-24,4/28/2024,CUST-1234,Hiro Jones,North America,Mexico,Marketplace - eBay,Clothing,Winter Jacket,3,695.13,2085.39,0,0,2085.39,3.54,0,0,2088.93,Cash on Delivery,Delivered,R. Silva,4,TRUE
ORD-111836,26-Dec-23,12/26/2023,CUST-2027,Priya Moore,South America,Argentina,Marketplace - Amazon,Sports & Outdoors,Dumbbell Set 20kg,9,168.62,1517.58,0.15,227.64,1289.94,4.58,0.2,257.99,1552.51,Cash on Delivery,Delivered,S. Patel,3,TRUE
ORD-109350,7-Dec-24,12/7/2024,CUST-3802,Liam Lee,Oceania,Australia,Marketplace - Amazon,Electronics,Laptop Stand,6,424.21,2545.26,0,0,2545.26,28.94,0.085,216.35,2790.55,PayPal,Delivered,M. Okafor,5,TRUE
ORD-102022,6-Jan-24,1/6/2024,CUST-2976,Thomas Martinez,Oceania,New Zealand,Marketplace - Amazon,Toys & Games,Board Game Classic,5,511.11,2555.55,0.1,255.56,2299.99,27.8,0.05,115,2442.79,Credit Card,Delivered,J. Rivera,0,FALSE
ORD-110423,17-Feb-23,2/17/2023,CUST-2697,Sarah Thomas,North America,Canada,Mobile App,Electronics,Power Bank 20000mAh,10,632.76,6327.6,0.25,1581.9,4745.7,5.79,0.19,901.68,5653.17,Debit Card,Processing,J. Rivera,0,TRUE
ORD-105376,19-Jul-25,7/19/2025,CUST-1415,Noah Rodriguez,Asia,India,Retail Store,Home & Kitchen,Blender,1,364.14,364.14,0.1,36.41,327.73,25.61,0.19,62.27,415.61,Cash on Delivery,Shipped,T. Andersson,3,FALSE
ORD-109680,21-Aug-23,8/21/2023,CUST-2062,David Jackson,Europe,UK,Mobile App,Books,Children's Storybook,4,702.77,2811.08,0,0,2811.08,30.45,0.1,281.11,3122.64,Debit Card,Delivered,J. Rivera,0,FALSE
ORD-108737,13-May-25,5/13/2025,CUST-3645,Thomas Van Dijk,Oceania,Australia,Mobile App,Furniture,Bookshelf,12,641.57,7698.84,0.1,769.88,6928.96,18.44,0,0,6947.4,Cash on Delivery,Delivered,S. Patel,3,TRUE
ORD-110012,5-Jun-24,6/5/2024,CUST-3455,Susan Miller,Europe,Netherlands,Retail Store,Books,Self-Help Guide,5,662.62,3313.1,0.2,662.62,2650.48,28.25,0.07,185.53,2864.26,Debit Card,Delivered,S. Patel,5,FALSE
ORD-102589,25-Feb-23,2/25/2023,CUST-4314,Sarah Perez,Asia,Singapore,Mobile App,Books,Self-Help Guide,8,409.98,3279.84,0.15,491.98,2787.86,7.87,0.07,195.15,2990.88,PayPal,Processing,T. Andersson,3,TRUE
ORD-112343,11-Mar-25,3/11/2025,CUST-4545,William Martin,North America,Mexico,Website,Furniture,Standing Desk,9,589.11,5301.99,0.25,1325.5,3976.49,7.68,0.19,755.53,4739.7,Credit Card,Delivered,R. Silva,4,TRUE
ORD-112435,27-May-23,5/27/2023,CUST-4814,Michael Okafor,South America,Chile,Phone Order,Books,Cookbook,7,755.67,5289.69,0.15,793.45,4496.24,6.09,0.19,854.29,5356.62,Bank Transfer,Delivered,A. Chen,5,FALSE
ORD-114442,26-Apr-25,4/26/2025,CUST-1012,Ethan Andersson,Europe,France,Website,Clothing,Wool Socks (3pk),2,824.18,1648.36,0,0,1648.36,2.1,0.085,140.11,1790.57,Cash on Delivery,Shipped,T. Andersson,3,FALSE
ORD-108007,23-Jun-24,6/23/2024,CUST-1495,Carlos Martin,South America,Chile,Marketplace - Amazon,Home & Kitchen,Electric Kettle,6,155.06,930.36,0,0,930.36,11.09,0.2,186.07,1127.52,PayPal,Delivered,M. Okafor,4,TRUE
ORD-107703,23-Jun-23,6/23/2023,CUST-3366,Thomas Taylor,Asia,South Korea,Marketplace - Amazon,Electronics,Bluetooth Speaker,11,45.34,498.74,0.25,124.69,374.05,6.51,0.19,71.07,451.63,Gift Card,Cancelled,J. Rivera,0,TRUE
ORD-102298,4-Dec-25,12/4/2025,CUST-4034,Mary Anderson,Africa,Nigeria,Mobile App,Electronics,Power Bank 20000mAh,2,718.76,1437.52,0,0,1437.52,14.31,0.085,122.19,1574.02,Bank Transfer,Delivered,M. Okafor,4,TRUE
ORD-102087,27-Oct-23,10/27/2023,CUST-2998,Jessica Nguyen,Europe,UK,Retail Store,Toys & Games,Puzzle 1000pc,5,647.46,3237.3,0.2,647.46,2589.84,32.26,0.2,517.97,3140.07,Cash on Delivery,Shipped,K. Tanaka,0,FALSE
ORD-108590,17-Mar-24,3/17/2024,CUST-1666,Robert Nguyen,Africa,Egypt,Retail Store,Office Supplies,Sticky Notes,2,602.18,1204.36,0,0,1204.36,4.5,0.1,120.44,1329.3,Credit Card,Delivered,N/A,0,TRUE
ORD-113916,21-Jun-23,6/21/2023,CUST-2445,Raj Davis,North America,Mexico,Phone Order,Office Supplies,Desk Organizer,1,785.29,785.29,0.15,117.79,667.5,34.25,0,0,701.75,PayPal,Delivered,S. Patel,5,TRUE
ORD-104973,16-Jan-24,1/16/2024,CUST-1526,Li Van Dijk,Oceania,New Zealand,Retail Store,Toys & Games,Building Blocks Set,4,492.86,1971.44,0.05,98.57,1872.87,23.79,0.2,374.57,2271.23,Cash on Delivery,Delivered,K. Tanaka,0,TRUE
ORD-112483,1-Jun-24,6/1/2024,CUST-3109,Priya Lee,South America,Brazil,Website,Books,Business Strategy Book,1,240.25,240.25,0.05,12.01,228.24,3.63,0.085,19.4,251.27,PayPal,Delivered,T. Andersson,1,TRUE
ORD-110738,1-May-23,5/1/2023,CUST-4518,John Anderson,Asia,South Korea,Retail Store,Books,Self-Help Guide,12,664.01,7968.12,0.1,796.81,7171.31,2.32,0,0,7173.63,Credit Card,Processing,T. Andersson,1,TRUE
ORD-112462,19-Nov-25,11/19/2025,CUST-4917,Olivia Anderson,Asia,Japan,Website,Home & Kitchen,Air Fryer,6,303.23,1819.38,0.2,363.88,1455.5,15.8,0.2,291.1,1762.4,Credit Card,Delivered,S. Patel,3,FALSE
ORD-105565,15-Sep-24,9/15/2024,CUST-3744,Fatima Williams,Africa,South Africa,Retail Store,Books,Fiction Novel,8,152.99,1223.92,0,0,1223.92,12.41,0.085,104.03,1340.36,Debit Card,Cancelled,M. Okafor,5,FALSE
ORD-102807,9-Apr-25,4/9/2025,CUST-3743,Thomas Andersson,Oceania,New Zealand,Retail Store,Furniture,Standing Desk,6,757.37,4544.22,0.05,227.21,4317.01,15.26,0,0,4332.27,Bank Transfer,Delivered,S. Patel,3,TRUE
ORD-108437,18-Jun-25,6/18/2025,CUST-2375,Ava Andersson,Oceania,New Zealand,Marketplace - Amazon,Sports & Outdoors,Yoga Mat,2,776.72,1553.44,0.05,77.67,1475.77,6.52,0.19,280.4,1762.69,Cash on Delivery,Delivered,N/A,4,TRUE
ORD-111980,18-Jan-24,1/18/2024,CUST-1799,Susan Rossi,Asia,Japan,Marketplace - eBay,Furniture,Desk Lamp,9,877.42,7896.78,0.2,1579.36,6317.42,16.35,0.085,536.98,6870.75,Credit Card,Delivered,A. Chen,5,FALSE
ORD-114570,3-May-23,5/3/2023,CUST-4534,Priya Brown,Asia,China,Phone Order,Electronics,Mechanical Keyboard,11,660.78,7268.58,0.2,1453.72,5814.86,30.42,0,0,5845.28,PayPal,Delivered,S. Patel,1,FALSE
ORD-101668,17-Feb-25,2/17/2025,CUST-2962,Elizabeth Silva,Europe,Italy,Phone Order,Electronics,Wireless Mouse,8,145.14,1161.12,0,0,1161.12,25.34,0.1,116.11,1302.57,Credit Card,Shipped,L. Novak,5,TRUE
ORD-112969,28-Oct-25,10/28/2025,CUST-2147,John Costa,North America,Mexico,Mobile App,Clothing,Denim Jeans,2,798.41,1596.82,0,0,1596.82,27.67,0.07,111.78,1736.27,Gift Card,Delivered,S. Patel,4,FALSE
ORD-104157,8-Aug-25,8/8/2025,CUST-3675,Raj Moore,North America,Mexico,Mobile App,Furniture,Bookshelf,6,552.97,3317.82,0.25,829.46,2488.36,29.22,0.19,472.79,2990.37,Bank Transfer,Delivered,A. Chen,0,TRUE
ORD-111243,22-Nov-25,11/22/2025,CUST-2601,Jessica Garcia,Africa,Nigeria,Mobile App,Toys & Games,Puzzle 1000pc,6,712.95,4277.7,0.1,427.77,3849.93,23.14,0,0,3873.07,Credit Card,Delivered,K. Tanaka,4,TRUE
ORD-107517,21-Nov-23,11/21/2023,CUST-3894,David Okafor,Asia,India,Marketplace - eBay,Clothing,Winter Jacket,10,562.37,5623.7,0.25,1405.92,4217.78,4.55,0.19,801.38,5023.71,Debit Card,Processing,L. Novak,0,TRUE
ORD-104432,6-Mar-25,3/6/2025,CUST-3425,Joseph Anderson,Africa,Egypt,Marketplace - Amazon,Books,Self-Help Guide,5,235.95,1179.75,0.25,294.94,884.81,0.43,0.07,61.94,947.18,PayPal,Delivered,N/A,4,TRUE
ORD-106618,17-Jul-25,7/17/2025,CUST-1327,James Davis,North America,USA,Website,Office Supplies,Notebook A5,1,765.04,765.04,0.25,191.26,573.78,14.43,0.05,28.69,616.9,Credit Card,Delivered,K. Tanaka,2,TRUE
ORD-114159,16-Aug-25,8/16/2025,CUST-2910,Mohammed Nguyen,Europe,Italy,Retail Store,Sports & Outdoors,Resistance Bands,10,479.87,4798.7,0.2,959.74,3838.96,1.81,0,0,3840.77,Bank Transfer,Delivered,A. Chen,3,FALSE
ORD-112569,19-Mar-25,3/19/2025,CUST-3822,Mary Johnson,Africa,Egypt,Mobile App,Books,Self-Help Guide,6,213.88,1283.28,0,0,1283.28,5.04,0.07,89.83,1378.15,Credit Card,Delivered,M. Okafor,1,TRUE
ORD-107667,28-Mar-25,3/28/2025,CUST-4557,Jessica Anderson,Oceania,New Zealand,Mobile App,Sports & Outdoors,Hiking Backpack,9,393.06,3537.54,0.25,884.38,2653.16,5.85,0.1,265.32,2924.33,Bank Transfer,Processing,J. Rivera,5,FALSE
ORD-101819,25-Aug-25,8/25/2025,CUST-3985,John Dubois,North America,Canada,Retail Store,Furniture,Monitor Arm,9,779.44,7014.96,0.25,1753.74,5261.22,33.59,0.19,999.63,6294.44,Gift Card,Delivered,J. Rivera,5,TRUE
ORD-114990,25-Apr-23,4/25/2023,CUST-4814,Karen Costa,South America,Brazil,Mobile App,Sports & Outdoors,Water Bottle Insulated,6,819.65,4917.9,0.05,245.89,4672.01,17.18,0.2,934.4,5623.59,Gift Card,Delivered,R. Silva,4,FALSE
ORD-107077,26-Mar-25,3/26/2025,CUST-1066,Emma Garcia,Asia,South Korea,Retail Store,Furniture,Bookshelf,11,862.33,9485.63,0.15,1422.84,8062.79,1.75,0.19,1531.93,9596.47,PayPal,Processing,T. Andersson,5,TRUE
ORD-104265,10-Apr-24,4/10/2024,CUST-4871,John Okafor,South America,Brazil,Phone Order,Sports & Outdoors,Hiking Backpack,1,748.38,748.38,0.25,187.09,561.29,16.75,0.1,56.13,634.17,Bank Transfer,Cancelled,R. Silva,5,FALSE
ORD-114797,21-Apr-23,4/21/2023,CUST-1639,Raj Jackson,Oceania,Australia,Website,Books,Business Strategy Book,9,564.31,5078.79,0.05,253.94,4824.85,13.04,0.07,337.74,5175.63,Debit Card,Delivered,M. Okafor,4,FALSE
ORD-103636,4-Feb-25,2/4/2025,CUST-4442,Jessica Anderson,Africa,South Africa,Marketplace - eBay,Toys & Games,Building Blocks Set,2,431.72,863.44,0.1,86.34,777.1,23.5,0.19,147.65,948.25,Gift Card,Delivered,J. Rivera,0,FALSE
ORD-102019,29-Sep-24,9/29/2024,CUST-3187,Sarah Andersson,Oceania,Australia,Mobile App,Books,Fiction Novel,6,286.54,1719.24,0.25,429.81,1289.43,26.71,0.07,90.26,1406.4,Gift Card,Delivered,M. Okafor,4,TRUE
ORD-106015,4-May-25,5/4/2025,CUST-2526,Carlos Martinez,South America,Brazil,Marketplace - Amazon,Toys & Games,Board Game Classic,4,253.95,1015.8,0,0,1015.8,1.08,0.19,193,1209.88,Debit Card,Delivered,L. Novak,2,FALSE
ORD-114214,31-Jan-25,1/31/2025,CUST-3352,Fatima Wilson,Europe,Netherlands,Website,Sports & Outdoors,Water Bottle Insulated,10,425.33,4253.3,0,0,4253.3,5.82,0.05,212.67,4471.79,Cash on Delivery,Delivered,A. Chen,0,TRUE
ORD-103717,3-Feb-23,2/3/2023,CUST-4440,Carlos Dubois,Africa,Nigeria,Mobile App,Toys & Games,Action Figure,2,519.05,1038.1,0,0,1038.1,24.91,0.05,51.91,1114.92,Cash on Delivery,Delivered,T. Andersson,3,TRUE
ORD-112761,16-Jul-23,7/16/2023,CUST-1910,David Martin,Oceania,Australia,Phone Order,Toys & Games,Board Game Classic,12,732.14,8785.68,0.25,2196.42,6589.26,26.18,0.07,461.25,7076.69,PayPal,Delivered,N/A,0,FALSE
ORD-104500,14-Feb-25,2/14/2025,CUST-1935,Mateus Wilson,Europe,Germany,Website,Toys & Games,Board Game Classic,5,647.14,3235.7,0,0,3235.7,28.41,0.05,161.78,3425.89,Debit Card,Shipped,R. Silva,5,FALSE
ORD-108567,2-Sep-23,9/2/2023,CUST-3183,Mateus Rodriguez,Africa,Egypt,Website,Books,Self-Help Guide,6,348.66,2091.96,0,0,2091.96,29.26,0.2,418.39,2539.61,Debit Card,Delivered,A. Chen,4,TRUE
ORD-108563,16-Oct-24,10/16/2024,CUST-2411,Fatima Thomas,Africa,Egypt,Retail Store,Sports & Outdoors,Camping Tent,7,166.99,1168.93,0,0,1168.93,18.82,0.085,99.36,1287.11,PayPal,Delivered,L. Novak,5,FALSE
ORD-108356,25-May-24,5/25/2024,CUST-1629,Mateus Taylor,North America,Canada,Marketplace - eBay,Toys & Games,Remote Control Car,6,613.88,3683.28,0.15,552.49,3130.79,12.01,0.085,266.12,3408.92,Gift Card,Delivered,R. Silva,4,TRUE
ORD-114934,28-Sep-24,9/28/2024,CUST-4934,Michael Perez,North America,Canada,Mobile App,Furniture,Bookshelf,11,709.89,7808.79,0.05,390.44,7418.35,33.41,0.07,519.28,7971.04,Gift Card,Delivered,N/A,0,TRUE
ORD-113921,4-Feb-23,2/4/2023,CUST-3167,Lucas Lee,Europe,Italy,Phone Order,Toys & Games,Remote Control Car,5,117.48,587.4,0.2,117.48,469.92,3.81,0,0,473.73,Gift Card,Delivered,T. Andersson,0,TRUE
ORD-111109,24-Jan-23,1/24/2023,CUST-3551,Susan Jackson,Africa,Egypt,Phone Order,Home & Kitchen,Air Fryer,1,886.87,886.87,0.2,177.37,709.5,11.99,0,0,721.49,Bank Transfer,Delivered,R. Silva,5,TRUE
ORD-109276,6-Sep-24,9/6/2024,CUST-2224,James Kim,Africa,South Africa,Marketplace - Amazon,Home & Kitchen,Electric Kettle,3,709.2,2127.6,0.15,319.14,1808.46,26.21,0.19,343.61,2178.28,Bank Transfer,Delivered,K. Tanaka,4,TRUE
ORD-110727,4-Apr-23,4/4/2023,CUST-4685,Jessica Okafor,Africa,South Africa,Retail Store,Electronics,Wireless Mouse,6,647.63,3885.78,0,0,3885.78,29.3,0.05,194.29,4109.37,PayPal,Processing,K. Tanaka,5,FALSE
ORD-105336,22-Sep-24,9/22/2024,CUST-3529,Li Okafor,North America,Canada,Marketplace - Amazon,Electronics,Power Bank 20000mAh,9,295.01,2655.09,0,0,2655.09,15.26,0.085,225.68,2896.03,Debit Card,Processing,N/A,5,TRUE
ORD-105686,23-Jul-24,7/23/2024,CUST-2151,Priya Moore,Oceania,New Zealand,Phone Order,Electronics,Bluetooth Speaker,5,577.78,2888.9,0.1,288.89,2600.01,29.68,0.07,182,2811.69,Cash on Delivery,Delivered,J. Rivera,2,FALSE
ORD-106460,19-Mar-24,3/19/2024,CUST-3654,Robert Martinez,Africa,Egypt,Marketplace - Amazon,Furniture,Ergonomic Office Chair,12,751.06,9012.72,0,0,9012.72,20.13,0.2,1802.54,10835.39,Debit Card,Shipped,J. Rivera,5,FALSE
ORD-110674,17-May-24,5/17/2024,CUST-4287,John Kim,Oceania,New Zealand,Retail Store,Electronics,Mechanical Keyboard,12,168.27,2019.24,0,0,2019.24,3.88,0.07,141.35,2164.47,Debit Card,Delivered,M. Okafor,1,FALSE
ORD-104567,9-Aug-25,8/9/2025,CUST-1446,William Smith,Oceania,Australia,Website,Home & Kitchen,Stainless Steel Water Bottle,8,205.11,1640.88,0,0,1640.88,13.15,0.07,114.86,1768.89,Gift Card,Delivered,T. Andersson,0,TRUE
ORD-102536,10-Jul-23,7/10/2023,CUST-2324,Patricia Nguyen,Africa,South Africa,Mobile App,Furniture,Bookshelf,9,109.19,982.71,0.2,196.54,786.17,23.28,0.085,66.82,876.27,Credit Card,Processing,R. Silva,0,FALSE
ORD-106319,18-Jul-23,7/18/2023,CUST-2962,Mia Anderson,Africa,Egypt,Mobile App,Clothing,Cotton T-Shirt,8,337,2696,0,0,2696,22.39,0.1,269.6,2987.99,Bank Transfer,Delivered,J. Rivera,5,FALSE
ORD-109289,22-Jul-24,7/22/2024,CUST-1013,Ana Anderson,North America,USA,Marketplace - eBay,Toys & Games,Puzzle 1000pc,12,591.48,7097.76,0,0,7097.76,28.12,0.05,354.89,7480.77,Cash on Delivery,Delivered,J. Rivera,4,TRUE
ORD-100739,19-Feb-24,2/19/2024,CUST-4690,Noah Thomas,North America,Canada,Website,Clothing,Winter Jacket,8,423.85,3390.8,0,0,3390.8,25.25,0.07,237.36,3653.41,Credit Card,Delivered,N/A,3,TRUE
ORD-108771,17-Aug-23,8/17/2023,CUST-3584,Carlos Rossi,Oceania,New Zealand,Marketplace - eBay,Office Supplies,Printer Paper Ream,3,455.62,1366.86,0,0,1366.86,32.43,0.05,68.34,1467.63,Credit Card,Delivered,S. Patel,5,FALSE
